name,gender,stream,10th_percentage,12th_percentage,numerical_ability,verbal_reasoning,logical_thinking,spatial_awareness,problem_solving,openness,conscientiousness,extraversion,agreeableness,neuroticism,career_1,career_1_score,career_1_courses,career_2,career_2_score,career_3,career_3_score
Tara Sankar,Female,Science(PCM),63,64,77,62,63,65,47,2.31,2.89,2.16,2.82,2.68,Nuclear Engineer,1.0,,Naval Architect,1.0,Automobile Engineer,1.0
Girindra Narula,Male,Humanities/Arts,81,97,38,98,65,88,51,3.29,3.15,2.01,3.3,3.31,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.9257,Historian,0.9257
Gauri Kulkarni,Male,Commerce,73,61,88,67,84,50,36,1.97,2.38,2.46,3.16,2.59,Chartered Accountant,1.0,"CA Foundation, B.Com, M.Com, MBA Finance",Business Development Manager,0.9752,Economist,0.9752
Sai Sane,Male,Commerce,91,78,81,30,79,62,96,2.68,2.11,2.16,3.28,2.08,Chartered Accountant,1.0,"CA Foundation, B.Com, M.Com, MBA Finance",Business Development Manager,0.9896,Economist,0.9896
Divya Mody,Male,Commerce,91,91,84,78,65,76,83,3.46,2.7,2.47,2.62,2.65,Business Development Manager,1.0,,Actuary,1.0,Economist,1.0
Vansha Sridhar,Male,Commerce,64,86,100,59,60,81,59,3.1,3.03,2.95,2.6,2.13,Chartered Accountant,1.0,"CA Foundation, B.Com, M.Com, MBA Finance",Business Development Manager,0.9944,Economist,0.9944
Upadhriti Dugal,Male,Humanities/Arts,62,94,48,100,62,38,77,3.21,2.93,2.76,2.56,3.14,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.9374,Historian,0.9374
Onveer Manne,Female,Science(PCB),89,97,79,100,97,69,74,3.23,3.14,1.99,2.0,3.46,Medical Doctor (MBBS),1.0,"MBBS, BDS, MD/MS, B.Sc Nursing",Forensic Scientist,0.9533,Geneticist,0.9533
Bahadurjit Dara,Female,Science(PCM),91,91,54,70,62,54,100,3.1,2.36,2.02,2.99,2.03,Software Engineer,1.0,"B.Tech CSE, B.E. Computer Science, M.Tech, B.Sc Computer Science",Nuclear Engineer,0.9205,Automobile Engineer,0.9205
Nimrat Ram,Male,Commerce,84,92,66,92,42,85,61,1.69,4.22,2.06,2.49,1.95,Chartered Accountant,1.0,"CA Foundation, B.Com, M.Com, MBA Finance",Business Development Manager,0.9128,Economist,0.9128
Ansh Kumer,Female,Science(PCM),96,77,50,60,67,33,63,2.72,3.22,3.05,1.96,1.97,Software Engineer,1.0,"B.Tech CSE, B.E. Computer Science, M.Tech, B.Sc Computer Science",Nuclear Engineer,0.9344,Automobile Engineer,0.9344
Advik Srinivasan,Female,Science(PCM),76,66,100,44,71,74,72,2.59,3.06,3.01,3.35,1.44,Nuclear Engineer,1.0,,Naval Architect,1.0,Automobile Engineer,1.0
Dhriti Ratta,Female,Science(PCB),63,64,39,75,88,39,82,2.39,2.24,2.72,3.33,3.49,Forensic Scientist,1.0,,Nutritionist,1.0,Geneticist,1.0
Warinder Bir,Male,Commerce,97,88,80,47,42,96,55,2.09,2.01,3.42,2.17,2.05,Business Development Manager,1.0,,Actuary,1.0,Economist,1.0
Divya Mukherjee,Male,Science(PCM),91,61,96,61,92,67,75,3.43,3.36,2.54,2.0,3.11,Nuclear Engineer,1.0,,Naval Architect,1.0,Automobile Engineer,1.0
Matthew Sharaf,Female,Science(PCB),80,71,52,92,68,93,71,2.02,3.32,3.63,3.87,2.89,Forensic Scientist,1.0,,Nutritionist,1.0,Geneticist,1.0
Yatin Ranganathan,Male,Science(PCM),98,92,60,99,87,64,57,2.73,2.01,3.3,2.33,2.86,Software Engineer,1.0,"B.Tech CSE, B.E. Computer Science, M.Tech, B.Sc Computer Science",Nuclear Engineer,0.9832,Automobile Engineer,0.9832
Girish Talwar,Male,Science(PCM),61,73,98,30,84,45,90,2.04,2.11,2.87,3.14,3.43,Nuclear Engineer,1.0,,Naval Architect,1.0,Automobile Engineer,1.0
Osha Mital,Female,Humanities/Arts,95,95,51,48,57,94,43,3.08,2.18,3.35,3.16,3.33,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.9795,Historian,0.9795
Harinakshi Bhatnagar,Male,Commerce,90,82,78,53,30,32,82,2.43,3.0,3.19,1.91,3.26,Business Development Manager,1.0,,Actuary,1.0,Economist,1.0
Gaurav Dubey,Female,Commerce,85,85,78,41,34,33,63,3.13,2.19,3.38,3.28,1.99,Chartered Accountant,1.0,"CA Foundation, B.Com, M.Com, MBA Finance",Business Development Manager,0.9908,Economist,0.9908
Harinakshi Deshpande,Male,Science(PCM),94,73,95,40,89,44,93,3.37,2.49,2.93,2.81,2.27,Nuclear Engineer,1.0,,Naval Architect,1.0,Automobile Engineer,1.0
Mohini Chand,Female,Science(PCM),74,91,87,96,49,48,59,2.28,3.08,2.47,2.31,2.61,Software Engineer,1.0,"B.Tech CSE, B.E. Computer Science, M.Tech, B.Sc Computer Science",Nuclear Engineer,0.9776,Automobile Engineer,0.9776
Divya Modi,Female,Science(PCM),97,91,69,68,62,73,87,2.33,2.06,3.43,3.45,2.29,Software Engineer,1.0,"B.Tech CSE, B.E. Computer Science, M.Tech, B.Sc Computer Science",Nuclear Engineer,0.9816,Automobile Engineer,0.9816
Inaya Dubey,Male,Science(PCM),73,86,77,57,56,73,80,2.55,2.75,2.71,3.44,2.43,Software Engineer,1.0,"B.Tech CSE, B.E. Computer Science, M.Tech, B.Sc Computer Science",Nuclear Engineer,0.9768,Automobile Engineer,0.9768
Parth Hegde,Male,Science(PCB),83,71,93,100,35,76,76,3.09,2.24,2.88,2.44,2.84,Forensic Scientist,1.0,,Nutritionist,1.0,Geneticist,1.0
Ekta Raghavan,Male,Humanities/Arts,67,70,31,58,86,56,60,2.77,3.24,2.88,2.64,1.89,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.9423,Historian,0.9423
Eiravati Bhatt,Male,Science(PCM),68,74,64,85,93,82,47,2.05,2.47,3.14,3.22,3.25,Nuclear Engineer,1.0,,Naval Architect,1.0,Automobile Engineer,1.0
Geetika Pal,Male,Commerce,78,88,100,58,95,91,46,2.38,2.03,2.72,2.82,2.19,Business Development Manager,1.0,,Actuary,1.0,Economist,1.0
Saumya Aggarwal,Female,Humanities/Arts,90,65,50,76,88,68,52,2.9,2.81,3.1,2.93,2.48,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.9519,Historian,0.9519
Yauvani Sant,Female,Science(PCM),63,65,46,62,57,77,42,2.4,3.34,3.33,3.5,3.31,Nuclear Engineer,1.0,,Naval Architect,1.0,Automobile Engineer,1.0
Ikbal Gola,Male,Humanities/Arts,69,72,96,46,48,79,31,2.27,2.16,2.36,2.61,3.44,Social Worker,1.0,,Archaeologist,1.0,Historian,1.0
Falguni Mutti,Female,Science(PCM),64,86,93,98,43,76,39,3.3,2.55,2.45,2.77,2.38,Software Engineer,1.0,"B.Tech CSE, B.E. Computer Science, M.Tech, B.Sc Computer Science",Nuclear Engineer,0.9607,Automobile Engineer,0.9607
Dhriti Jani,Female,Humanities/Arts,68,76,43,84,65,46,79,3.79,4.21,4.08,2.65,2.17,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.827,Historian,0.827
Reva Rajagopalan,Female,Science(PCB),89,97,66,57,67,34,66,2.08,3.39,2.5,2.8,3.23,Medical Doctor (MBBS),1.0,"MBBS, BDS, MD/MS, B.Sc Nursing",Forensic Scientist,0.955,Geneticist,0.955
William Vig,Male,Science(PCB),72,72,43,69,92,68,44,2.57,3.22,3.38,2.18,1.99,Forensic Scientist,1.0,,Nutritionist,1.0,Geneticist,1.0
Pahal Krish,Female,Commerce,61,65,59,49,46,63,82,2.04,2.58,2.04,3.05,3.24,Business Development Manager,1.0,,Actuary,1.0,Economist,1.0
Wazir Amble,Male,Science(PCM),73,75,100,35,99,100,84,2.5,2.14,2.24,2.98,2.21,Software Engineer,1.0,"B.Tech CSE, B.E. Computer Science, M.Tech, B.Sc Computer Science",Nuclear Engineer,0.9359,Automobile Engineer,0.9359
Yatin Singh,Female,Commerce,70,62,100,96,37,93,38,2.4,3.1,2.11,2.2,2.09,Business Development Manager,1.0,,Actuary,1.0,Economist,1.0
Lohit Raval,Male,Science(PCB),75,81,57,86,51,51,73,3.27,3.12,2.52,3.07,2.28,Forensic Scientist,1.0,,Nutritionist,1.0,Geneticist,1.0
Vidhi Deep,Male,Science(PCB),68,77,77,100,34,38,52,2.52,3.34,2.39,2.98,1.93,Forensic Scientist,1.0,,Nutritionist,1.0,Geneticist,1.0
Megha Sem,Female,Commerce,84,91,48,75,41,61,62,3.12,2.08,2.47,2.34,3.14,Business Development Manager,1.0,,Actuary,1.0,Economist,1.0
Nidra Singh,Female,Commerce,90,70,100,67,95,61,98,2.73,3.01,3.46,2.69,2.13,Chartered Accountant,1.0,"CA Foundation, B.Com, M.Com, MBA Finance",Business Development Manager,0.9604,Economist,0.9604
Warinder Rastogi,Male,Humanities/Arts,69,70,32,100,54,55,98,2.61,1.91,2.59,2.84,2.42,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.982,Historian,0.982
Waida Sharaf,Female,Commerce,71,83,51,33,92,48,46,2.86,2.61,3.42,3.26,3.05,Business Development Manager,1.0,,Actuary,1.0,Economist,1.0
Harsh Mukhopadhyay,Male,Commerce,70,82,100,64,88,74,67,3.47,3.45,2.72,2.47,3.04,Chartered Accountant,1.0,"CA Foundation, B.Com, M.Com, MBA Finance",Business Development Manager,0.9802,Economist,0.9802
Frado Raju,Female,Commerce,68,95,97,63,56,85,48,2.01,2.61,2.72,2.59,2.15,Chartered Accountant,1.0,"CA Foundation, B.Com, M.Com, MBA Finance",Business Development Manager,0.9994,Economist,0.9994
Udant Chadha,Female,Science(PCB),73,75,65,100,64,43,100,2.92,2.13,2.76,2.51,2.15,Forensic Scientist,1.0,,Nutritionist,1.0,Geneticist,1.0
Timothy Sur,Female,Humanities/Arts,66,69,82,98,36,52,93,2.56,3.12,2.24,3.24,2.53,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.952,Historian,0.952
Umang Nanda,Male,Humanities/Arts,83,79,90,84,54,59,71,2.37,2.44,2.66,2.8,2.09,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.9936,Historian,0.9936
Wridesh Varty,Female,Science(PCB),71,66,60,85,96,72,69,2.6,2.08,2.79,2.4,2.88,Forensic Scientist,1.0,,Nutritionist,1.0,Geneticist,1.0
Chameli Kata,Female,Science(PCB),85,61,68,100,51,55,50,2.1,3.36,3.48,3.1,2.42,Forensic Scientist,1.0,,Nutritionist,1.0,Geneticist,1.0
Devika Varughese,Female,Commerce,79,67,57,77,89,43,78,1.57,4.35,2.12,2.82,1.97,Chartered Accountant,1.0,"CA Foundation, B.Com, M.Com, MBA Finance",Business Development Manager,0.8554,Economist,0.8554
Wridesh Chand,Male,Science(PCB),84,92,35,100,82,80,77,2.84,3.98,3.46,3.33,2.4,Medical Doctor (MBBS),1.0,"MBBS, BDS, MD/MS, B.Sc Nursing",Forensic Scientist,0.8554,Geneticist,0.8554
Gautami Saraf,Male,Humanities/Arts,88,93,51,95,78,38,62,3.24,2.23,3.34,3.09,3.14,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.9052,Historian,0.9052
Qadim Chaudhry,Male,Humanities/Arts,78,87,68,85,51,37,63,2.79,3.23,1.98,2.88,3.19,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.9589,Historian,0.9589
Forum Banik,Male,Humanities/Arts,82,64,71,100,96,86,44,1.99,2.66,3.12,3.32,2.54,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.9514,Historian,0.9514
Xalak Sankaran,Female,Commerce,78,68,100,31,46,54,74,3.32,3.48,2.95,2.74,2.5,Chartered Accountant,1.0,"CA Foundation, B.Com, M.Com, MBA Finance",Business Development Manager,0.9739,Economist,0.9739
Anay Oza,Female,Commerce,92,98,90,41,86,64,54,3.17,1.92,2.4,3.13,2.01,Chartered Accountant,1.0,"CA Foundation, B.Com, M.Com, MBA Finance",Business Development Manager,0.9848,Economist,0.9848
Ekalinga Sant,Female,Science(PCB),84,62,97,57,67,42,57,3.24,2.9,3.22,2.6,2.83,Forensic Scientist,1.0,,Nutritionist,1.0,Geneticist,1.0
Vedika Golla,Male,Commerce,80,64,97,100,45,92,42,2.7,3.41,3.0,2.33,2.94,Business Development Manager,1.0,,Actuary,1.0,Economist,1.0
Rayaan Oak,Female,Science(PCB),67,90,76,100,83,97,60,2.31,2.36,2.61,3.44,2.07,Medical Doctor (MBBS),1.0,"MBBS, BDS, MD/MS, B.Sc Nursing",Forensic Scientist,0.9457,Geneticist,0.9457
Falguni Borah,Male,Humanities/Arts,76,95,67,100,45,59,38,2.03,2.55,2.08,3.45,2.76,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.99,Historian,0.99
Ekavir Mukhopadhyay,Male,Science(PCM),78,84,66,98,80,72,59,2.74,2.05,2.16,3.41,3.15,Software Engineer,1.0,"B.Tech CSE, B.E. Computer Science, M.Tech, B.Sc Computer Science",Nuclear Engineer,0.9651,Automobile Engineer,0.9651
Garima Tandon,Female,Commerce,68,96,100,31,90,77,97,2.4,2.12,3.46,3.05,2.99,Chartered Accountant,1.0,"CA Foundation, B.Com, M.Com, MBA Finance",Business Development Manager,0.9993,Economist,0.9993
Manya Bava,Male,Science(PCB),77,74,82,47,35,63,55,2.27,2.54,1.91,2.44,3.26,Forensic Scientist,1.0,,Nutritionist,1.0,Geneticist,1.0
Falguni Master,Female,Commerce,97,97,100,70,75,90,73,1.91,2.83,3.42,3.16,2.62,Chartered Accountant,1.0,"CA Foundation, B.Com, M.Com, MBA Finance",Business Development Manager,0.9691,Economist,0.9691
Ijaya Bhatnagar,Female,Science(PCB),94,85,78,100,97,49,45,2.56,3.43,2.13,3.1,3.23,Medical Doctor (MBBS),1.0,"MBBS, BDS, MD/MS, B.Sc Nursing",Forensic Scientist,0.9253,Geneticist,0.9253
Warinder Sidhu,Male,Humanities/Arts,71,93,69,100,63,96,67,2.07,2.79,2.61,1.93,2.26,Social Worker,1.0,,Archaeologist,1.0,Historian,1.0
Aradhana Badami,Female,Science(PCM),86,86,97,53,60,74,50,3.31,3.23,2.76,2.26,2.21,Software Engineer,1.0,"B.Tech CSE, B.E. Computer Science, M.Tech, B.Sc Computer Science",Nuclear Engineer,0.907,Automobile Engineer,0.907
Nitesh Balakrishnan,Female,Science(PCM),71,76,83,32,91,73,59,3.42,2.91,2.33,2.94,2.73,Software Engineer,1.0,"B.Tech CSE, B.E. Computer Science, M.Tech, B.Sc Computer Science",Nuclear Engineer,0.9091,Automobile Engineer,0.9091
Anika Sathe,Male,Science(PCM),66,83,57,71,72,100,60,2.15,2.37,2.43,2.85,1.96,Software Engineer,1.0,"B.Tech CSE, B.E. Computer Science, M.Tech, B.Sc Computer Science",Nuclear Engineer,0.9662,Automobile Engineer,0.9662
Teerth Devi,Female,Science(PCB),74,88,34,53,59,58,54,3.0,3.32,3.48,3.15,3.25,Medical Doctor (MBBS),1.0,"MBBS, BDS, MD/MS, B.Sc Nursing",Forensic Scientist,0.92,Geneticist,0.92
Anita Saraf,Male,Commerce,69,68,72,43,44,78,73,2.66,2.1,2.14,3.0,2.66,Business Development Manager,1.0,,Actuary,1.0,Economist,1.0
Advaith Deol,Female,Commerce,89,98,53,83,96,62,38,2.68,3.78,2.12,2.87,2.52,Chartered Accountant,1.0,"CA Foundation, B.Com, M.Com, MBA Finance",Business Development Manager,0.962,Economist,0.962
Siddharth Arora,Female,Commerce,68,71,100,75,52,98,95,3.47,2.58,2.91,1.93,2.86,Business Development Manager,1.0,,Actuary,1.0,Economist,1.0
Hema Gokhale,Female,Humanities/Arts,63,95,49,48,88,77,63,2.72,2.5,1.96,2.27,2.91,Social Worker,1.0,,Archaeologist,1.0,Historian,1.0
Kashish Khare,Male,Humanities/Arts,79,94,63,78,30,83,33,2.81,3.06,2.39,3.23,3.32,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.993,Historian,0.993
Vrinda Narain,Female,Humanities/Arts,73,98,38,94,85,74,30,3.24,3.46,2.8,2.64,3.35,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.9284,Historian,0.9284
Netra Mohan,Female,Commerce,85,67,45,86,90,36,80,3.47,3.48,1.91,2.91,3.48,Chartered Accountant,1.0,"CA Foundation, B.Com, M.Com, MBA Finance",Business Development Manager,0.9572,Economist,0.9572
Udant Mann,Female,Science(PCB),70,67,83,51,100,35,50,3.3,2.78,2.67,2.54,2.17,Forensic Scientist,1.0,,Nutritionist,1.0,Geneticist,1.0
David Kalita,Male,Commerce,78,62,67,92,64,75,66,2.98,3.19,3.36,2.38,2.55,Business Development Manager,1.0,,Actuary,1.0,Economist,1.0
Gaurang Radhakrishnan,Female,Science(PCB),97,91,42,67,53,52,87,2.07,3.33,2.11,2.32,2.7,Medical Doctor (MBBS),1.0,"MBBS, BDS, MD/MS, B.Sc Nursing",Forensic Scientist,0.959,Geneticist,0.959
Yutika Suri,Female,Science(PCB),94,88,59,100,70,76,90,2.5,3.23,2.54,2.11,2.16,Medical Doctor (MBBS),1.0,"MBBS, BDS, MD/MS, B.Sc Nursing",Forensic Scientist,0.9447,Geneticist,0.9447
Abhiram Krishna,Female,Humanities/Arts,92,67,72,100,85,30,89,2.4,1.9,2.37,3.4,2.49,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.9519,Historian,0.9519
Jagat Misra,Male,Commerce,66,64,69,90,91,59,98,3.36,2.66,2.54,3.17,3.33,Chartered Accountant,1.0,"CA Foundation, B.Com, M.Com, MBA Finance",Business Development Manager,0.992,Economist,0.992
Hitesh Khosla,Female,Science(PCM),74,84,60,72,95,91,92,3.23,2.44,2.39,3.25,3.32,Software Engineer,1.0,"B.Tech CSE, B.E. Computer Science, M.Tech, B.Sc Computer Science",Nuclear Engineer,0.9346,Automobile Engineer,0.9346
Darsh Mahal,Male,Commerce,88,70,74,55,73,95,45,2.36,3.15,2.04,3.34,2.14,Chartered Accountant,1.0,"CA Foundation, B.Com, M.Com, MBA Finance",Business Development Manager,0.9821,Economist,0.9821
Dev Borra,Male,Humanities/Arts,82,80,46,89,92,68,89,3.34,3.02,3.14,2.59,2.73,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.9162,Historian,0.9162
Dhruv Vala,Male,Humanities/Arts,79,94,56,100,100,76,90,2.73,3.09,3.19,2.16,3.33,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.9361,Historian,0.9361
Sachi Majumdar,Male,Commerce,82,84,79,53,76,92,91,3.24,3.06,2.7,2.99,3.16,Chartered Accountant,1.0,"CA Foundation, B.Com, M.Com, MBA Finance",Business Development Manager,0.9993,Economist,0.9993
Arjun Subramaniam,Female,Humanities/Arts,73,72,70,96,40,63,34,2.74,1.99,3.2,2.75,3.23,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.988,Historian,0.988
Ganga Nagar,Female,Science(PCM),86,61,52,87,75,57,41,3.19,3.83,2.22,2.31,1.99,Nuclear Engineer,1.0,,Naval Architect,1.0,Automobile Engineer,1.0
Ijaya Saini,Male,Science(PCM),95,86,49,94,100,56,88,2.65,3.25,3.41,2.72,2.78,Software Engineer,1.0,"B.Tech CSE, B.E. Computer Science, M.Tech, B.Sc Computer Science",Nuclear Engineer,0.9392,Automobile Engineer,0.9392
Veer Deo,Female,Science(PCM),76,68,86,72,58,64,42,4.0,3.04,1.96,2.15,2.76,Nuclear Engineer,1.0,,Naval Architect,1.0,Automobile Engineer,1.0
Balendra Sule,Male,Humanities/Arts,66,96,77,94,59,34,62,2.61,2.37,2.53,3.42,2.49,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.9674,Historian,0.9674
Omaja Som,Male,Humanities/Arts,83,83,100,69,68,44,94,2.92,2.96,2.75,3.21,2.97,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.9389,Historian,0.9389
Ekani Gour,Male,Commerce,80,87,53,44,44,99,81,2.99,2.64,2.95,3.03,2.08,Business Development Manager,1.0,,Actuary,1.0,Economist,1.0
Balhaar Dalal,Female,Commerce,86,61,71,100,71,46,33,2.51,2.44,2.9,2.79,2.19,Business Development Manager,1.0,,Actuary,1.0,Economist,1.0
Shivani Pillai,Female,Science(PCM),90,72,100,66,98,100,83,2.94,3.19,2.67,3.14,2.48,Nuclear Engineer,1.0,,Naval Architect,1.0,Automobile Engineer,1.0
Megha Date,Female,Humanities/Arts,88,88,65,62,35,37,54,2.12,2.66,3.15,3.01,3.06,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.9917,Historian,0.9917
Ekavir Pant,Female,Humanities/Arts,64,73,64,97,48,85,78,2.07,3.19,3.38,1.95,2.79,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.9575,Historian,0.9575
Darpan Sandhu,Female,Science(PCM),96,72,100,77,100,100,60,2.24,3.3,3.36,3.07,2.95,Nuclear Engineer,1.0,,Naval Architect,1.0,Automobile Engineer,1.0
Falak Bobal,Female,Science(PCM),85,84,49,40,84,92,34,2.23,2.78,2.96,2.61,1.97,Software Engineer,1.0,"B.Tech CSE, B.E. Computer Science, M.Tech, B.Sc Computer Science",Nuclear Engineer,0.9612,Automobile Engineer,0.9612
Ekapad Dhar,Female,Science(PCB),60,72,93,100,74,38,57,2.19,1.96,3.25,2.97,2.22,Forensic Scientist,1.0,,Nutritionist,1.0,Geneticist,1.0
Jeet Kant,Male,Science(PCM),75,63,92,46,56,54,94,2.59,1.91,2.39,2.58,2.97,Nuclear Engineer,1.0,,Naval Architect,1.0,Automobile Engineer,1.0
Timothy Kamdar,Female,Commerce,66,63,98,33,97,34,33,3.46,2.01,3.1,2.95,3.26,Chartered Accountant,1.0,"CA Foundation, B.Com, M.Com, MBA Finance",Business Development Manager,0.9917,Economist,0.9917
Baghyawati Malhotra,Female,Commerce,67,77,90,99,46,32,51,2.75,2.2,3.39,2.25,2.98,Business Development Manager,1.0,,Actuary,1.0,Economist,1.0
Manbir Hayer,Female,Commerce,91,85,46,36,68,43,51,3.16,2.16,3.35,3.11,3.48,Business Development Manager,1.0,,Actuary,1.0,Economist,1.0
Rajata Lata,Female,Humanities/Arts,76,62,59,100,88,55,56,3.39,2.49,2.59,3.47,3.32,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.9199,Historian,0.9199
Jonathan Saran,Male,Humanities/Arts,68,94,74,65,89,92,59,2.91,2.32,2.11,2.87,2.69,Social Worker,1.0,,Archaeologist,1.0,Historian,1.0
Damini Chowdhury,Male,Commerce,90,91,90,65,80,54,63,3.43,3.14,2.26,2.07,2.17,Chartered Accountant,1.0,"CA Foundation, B.Com, M.Com, MBA Finance",Business Development Manager,0.9762,Economist,0.9762
Ranbir Minhas,Female,Humanities/Arts,79,72,45,58,78,79,63,3.31,2.62,3.43,2.34,3.42,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.9624,Historian,0.9624
Isaiah Chandran,Male,Humanities/Arts,76,83,86,54,40,89,40,3.91,3.78,3.24,2.96,1.86,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.8822,Historian,0.8822
Jai Bir,Male,Science(PCB),98,95,46,51,92,44,93,2.68,1.92,3.34,1.95,2.68,Medical Doctor (MBBS),1.0,"MBBS, BDS, MD/MS, B.Sc Nursing",Forensic Scientist,0.9752,Geneticist,0.9752
Veda Sharaf,Male,Humanities/Arts,97,63,90,96,81,79,73,3.35,2.89,2.36,1.94,3.08,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.9642,Historian,0.9642
Advaith Narayan,Male,Science(PCB),63,70,92,77,94,49,43,2.17,2.11,2.71,3.27,2.31,Forensic Scientist,1.0,,Nutritionist,1.0,Geneticist,1.0
Amol Chowdhury,Female,Humanities/Arts,69,95,93,79,78,49,56,3.39,3.28,2.76,2.88,2.54,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.9202,Historian,0.9202
Logan Murty,Male,Humanities/Arts,68,88,34,80,100,86,81,2.68,3.29,2.81,2.54,2.96,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.9639,Historian,0.9639
Chandresh Murty,Male,Science(PCM),77,68,97,44,60,54,31,1.93,3.45,3.29,2.2,2.68,Nuclear Engineer,1.0,,Naval Architect,1.0,Automobile Engineer,1.0
Teerth Mani,Male,Science(PCM),68,90,63,88,57,96,37,1.94,3.35,2.37,2.83,3.07,Software Engineer,1.0,"B.Tech CSE, B.E. Computer Science, M.Tech, B.Sc Computer Science",Nuclear Engineer,0.9615,Automobile Engineer,0.9615
Daksh Chaudhary,Female,Science(PCM),72,66,83,63,87,96,53,2.5,2.08,3.0,3.24,2.94,Nuclear Engineer,1.0,,Naval Architect,1.0,Automobile Engineer,1.0
Vedant Wali,Female,Humanities/Arts,91,63,37,45,94,85,69,3.36,3.49,3.37,3.0,2.6,IAS Officer,1.0,"Any Graduation + UPSC Prep, Public Administration, Political Science",Social Worker,0.8998,Historian,0.8998
